"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"84","Maternal-Fetal Medicine","1","[""fetal anomaly birth defect ultrasound abnormality congenital"", ""placenta previa low-lying placenta placenta covering cervix"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart""]","I keep getting fetal anomaly birth defect ultrasound abnormality congenital, placenta previa low-lying placenta placenta covering cervix, thyroid disorder pregnancy hypothyroidism hyperthyroidism, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, and fetal echocardiogram fetal echo heart ultrasound congenital heart since yesterday, worse in the morning."
"84","Maternal-Fetal Medicine","2","[""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune""]","Lately I've noticed IUGR intrauterine growth restriction FGR fetal growth restriction small baby, gestational diabetes GDM diabetes in pregnancy blood sugar, fetal anomaly birth defect ultrasound abnormality congenital, and lupus pregnancy SLE systemic lupus erythematosus autoimmune since yesterday."
"84","Maternal-Fetal Medicine","3","[""advanced maternal age pregnancy over 35 AMA"", ""chronic hypertension high blood pressure pregnancy HTN"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby""]","Recently it's been fetal anomaly birth defect ultrasound abnormality congenital, chronic hypertension high blood pressure pregnancy HTN, and IUGR intrauterine growth restriction FGR fetal growth restriction small baby."
"84","Maternal-Fetal Medicine","4","[""advanced maternal age pregnancy over 35 AMA"", ""twins triplets multiples multiple pregnancy"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""placenta previa low-lying placenta placenta covering cervix"", ""gestational diabetes GDM diabetes in pregnancy blood sugar""]","For for several months, it's been fetal anomaly birth defect ultrasound abnormality congenital, twins triplets multiples multiple pregnancy, thyroid disorder pregnancy hypothyroidism hyperthyroidism, fetal anomaly birth defect ultrasound abnormality congenital, placenta previa low-lying placenta placenta covering cervix, and gestational diabetes GDM diabetes in pregnancy blood sugar. Any guidance?"
"84","Maternal-Fetal Medicine","5","[""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""incompetent cervix short cervix cervical insufficiency""]","For recently, it's been lupus pregnancy SLE systemic lupus erythematosus autoimmune, fetal anomaly birth defect ultrasound abnormality congenital, gestational diabetes GDM diabetes in pregnancy blood sugar, and incompetent cervix short cervix cervical insufficiency. Any guidance?"
"84","Maternal-Fetal Medicine","6","[""fetal anomaly birth defect ultrasound abnormality congenital"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""placental abruption history placenta separation"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening""]","Persistent fetal anomaly birth defect ultrasound abnormality congenital, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, placental abruption history placenta separation, and genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening for a few days."
"84","Maternal-Fetal Medicine","7","[""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""fetal anomaly birth defect ultrasound abnormality congenital""]","For for two weeks, it's been recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, gestational diabetes GDM diabetes in pregnancy blood sugar, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, and fetal anomaly birth defect ultrasound abnormality congenital. Any guidance?"
"84","Maternal-Fetal Medicine","8","[""fetal anomaly birth defect ultrasound abnormality congenital"", ""incompetent cervix short cervix cervical insufficiency"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism""]","Lately I've noticed fetal anomaly birth defect ultrasound abnormality congenital, incompetent cervix short cervix cervical insufficiency, and thyroid disorder pregnancy hypothyroidism hyperthyroidism for two weeks."
"84","Maternal-Fetal Medicine","9","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart""]","Having pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, fetal anomaly birth defect ultrasound abnormality congenital, and fetal echocardiogram fetal echo heart ultrasound congenital heart since yesterday. What could this be?"
"84","Maternal-Fetal Medicine","10","[""chronic hypertension high blood pressure pregnancy HTN"", ""twins triplets multiples multiple pregnancy"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy""]","I keep getting fetal anomaly birth defect ultrasound abnormality congenital, twins triplets multiples multiple pregnancy, and pregestational diabetes type 1 diabetes type 2 diabetes pregnancy for several months, especially when standing."
"85","Maternal-Fetal Medicine","1","[""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""preeclampsia history high blood pressure pregnancy PIH hypertension""]","I've been dealing with IUGR intrauterine growth restriction FGR fetal growth restriction small baby, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, fetal echocardiogram fetal echo heart ultrasound congenital heart, and preeclampsia history high blood pressure pregnancy PIH hypertension over the past month, with nausea."
"85","Maternal-Fetal Medicine","2","[""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""twins triplets multiples multiple pregnancy"", ""incompetent cervix short cervix cervical insufficiency""]","For recently, it's been IUGR intrauterine growth restriction FGR fetal growth restriction small baby, twins triplets multiples multiple pregnancy, and incompetent cervix short cervix cervical insufficiency. Any guidance?"
"85","Maternal-Fetal Medicine","3","[""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""advanced maternal age pregnancy over 35 AMA"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages""]","Symptoms include IUGR intrauterine growth restriction FGR fetal growth restriction small baby, advanced maternal age pregnancy over 35 AMA, and recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages recently."
"85","Maternal-Fetal Medicine","4","[""placental abruption history placenta separation"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""Rh incompatibility Rh negative RhoGAM isoimmunization""]","IUGR intrauterine growth restriction FGR fetal growth restriction small baby, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, lupus pregnancy SLE systemic lupus erythematosus autoimmune, preeclampsia history high blood pressure pregnancy PIH hypertension, and Rh incompatibility Rh negative RhoGAM isoimmunization recently. Should I be concerned?"
"85","Maternal-Fetal Medicine","5","[""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""placenta previa low-lying placenta placenta covering cervix"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""incompetent cervix short cervix cervical insufficiency""]","I've been dealing with IUGR intrauterine growth restriction FGR fetal growth restriction small baby, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, placenta previa low-lying placenta placenta covering cervix, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, gestational diabetes GDM diabetes in pregnancy blood sugar, and incompetent cervix short cervix cervical insufficiency over the past month, after intercourse."
"85","Maternal-Fetal Medicine","6","[""incompetent cervix short cervix cervical insufficiency"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""preterm labor history premature birth previous preterm delivery PTL""]","Persistent incompetent cervix short cervix cervical insufficiency, fetal anomaly birth defect ultrasound abnormality congenital, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, and preterm labor history premature birth previous preterm delivery PTL on and off."
"85","Maternal-Fetal Medicine","7","[""chronic hypertension high blood pressure pregnancy HTN"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""incompetent cervix short cervix cervical insufficiency""]","IUGR intrauterine growth restriction FGR fetal growth restriction small baby, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, and incompetent cervix short cervix cervical insufficiency recently. Should I be concerned?"
"85","Maternal-Fetal Medicine","8","[""preterm labor history premature birth previous preterm delivery PTL"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""advanced maternal age pregnancy over 35 AMA"", ""placenta previa low-lying placenta placenta covering cervix"", ""chronic hypertension high blood pressure pregnancy HTN"", ""Rh incompatibility Rh negative RhoGAM isoimmunization""]","For over the past month, it's been IUGR intrauterine growth restriction FGR fetal growth restriction small baby, lupus pregnancy SLE systemic lupus erythematosus autoimmune, advanced maternal age pregnancy over 35 AMA, placenta previa low-lying placenta placenta covering cervix, chronic hypertension high blood pressure pregnancy HTN, and Rh incompatibility Rh negative RhoGAM isoimmunization. Any guidance?"
"85","Maternal-Fetal Medicine","9","[""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""placental abruption history placenta separation"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""preterm labor history premature birth previous preterm delivery PTL""]","Lately I've noticed preeclampsia history high blood pressure pregnancy PIH hypertension, placental abruption history placenta separation, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, and preterm labor history premature birth previous preterm delivery PTL for a few days."
"85","Maternal-Fetal Medicine","10","[""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""placenta previa low-lying placenta placenta covering cervix"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening""]","It's mostly IUGR intrauterine growth restriction FGR fetal growth restriction small baby, placenta previa low-lying placenta placenta covering cervix, and genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening for a few days, with nausea."
"86","Maternal-Fetal Medicine","1","[""preterm labor history premature birth previous preterm delivery PTL"", ""advanced maternal age pregnancy over 35 AMA"", ""incompetent cervix short cervix cervical insufficiency""]","I've been dealing with preterm labor history premature birth previous preterm delivery PTL, advanced maternal age pregnancy over 35 AMA, and incompetent cervix short cervix cervical insufficiency recently, worse at night."
"86","Maternal-Fetal Medicine","2","[""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""preterm labor history premature birth previous preterm delivery PTL""]","I keep getting thyroid disorder pregnancy hypothyroidism hyperthyroidism, pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, and preterm labor history premature birth previous preterm delivery PTL on and off, when I cough or sneeze."
"86","Maternal-Fetal Medicine","3","[""incompetent cervix short cervix cervical insufficiency"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""twins triplets multiples multiple pregnancy"", ""gestational diabetes GDM diabetes in pregnancy blood sugar""]","Lately I've noticed preterm labor history premature birth previous preterm delivery PTL, Rh incompatibility Rh negative RhoGAM isoimmunization, twins triplets multiples multiple pregnancy, and gestational diabetes GDM diabetes in pregnancy blood sugar for a few days."
"86","Maternal-Fetal Medicine","4","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""placenta previa low-lying placenta placenta covering cervix"", ""preterm labor history premature birth previous preterm delivery PTL"", ""chronic hypertension high blood pressure pregnancy HTN"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism""]","preterm labor history premature birth previous preterm delivery PTL, placenta previa low-lying placenta placenta covering cervix, preterm labor history premature birth previous preterm delivery PTL, chronic hypertension high blood pressure pregnancy HTN, preeclampsia history high blood pressure pregnancy PIH hypertension, and thyroid disorder pregnancy hypothyroidism hyperthyroidism on and off. Should I be concerned?"
"86","Maternal-Fetal Medicine","5","[""preterm labor history premature birth previous preterm delivery PTL"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""advanced maternal age pregnancy over 35 AMA"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages""]","For for two weeks, it's been preterm labor history premature birth previous preterm delivery PTL, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, advanced maternal age pregnancy over 35 AMA, and recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages. Any guidance?"
"86","Maternal-Fetal Medicine","6","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""preterm labor history premature birth previous preterm delivery PTL""]","Recently it's been pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, Rh incompatibility Rh negative RhoGAM isoimmunization, and preterm labor history premature birth previous preterm delivery PTL."
"86","Maternal-Fetal Medicine","7","[""advanced maternal age pregnancy over 35 AMA"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""preterm labor history premature birth previous preterm delivery PTL"", ""incompetent cervix short cervix cervical insufficiency""]","Persistent advanced maternal age pregnancy over 35 AMA, fetal echocardiogram fetal echo heart ultrasound congenital heart, preterm labor history premature birth previous preterm delivery PTL, and incompetent cervix short cervix cervical insufficiency on and off."
"86","Maternal-Fetal Medicine","8","[""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""incompetent cervix short cervix cervical insufficiency""]","For for several months, it's been preterm labor history premature birth previous preterm delivery PTL, preeclampsia history high blood pressure pregnancy PIH hypertension, and incompetent cervix short cervix cervical insufficiency. Any guidance?"
"86","Maternal-Fetal Medicine","9","[""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""placenta previa low-lying placenta placenta covering cervix"", ""advanced maternal age pregnancy over 35 AMA"", ""preterm labor history premature birth previous preterm delivery PTL""]","Recently it's been preterm labor history premature birth previous preterm delivery PTL, placenta previa low-lying placenta placenta covering cervix, advanced maternal age pregnancy over 35 AMA, and preterm labor history premature birth previous preterm delivery PTL."
"86","Maternal-Fetal Medicine","10","[""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""preterm labor history premature birth previous preterm delivery PTL"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy""]","Symptoms include preterm labor history premature birth previous preterm delivery PTL, Rh incompatibility Rh negative RhoGAM isoimmunization, preterm labor history premature birth previous preterm delivery PTL, thyroid disorder pregnancy hypothyroidism hyperthyroidism, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, and pregestational diabetes type 1 diabetes type 2 diabetes pregnancy recently."
"87","Maternal-Fetal Medicine","1","[""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages""]","I keep getting placenta previa low-lying placenta placenta covering cervix, fetal echocardiogram fetal echo heart ultrasound congenital heart, and recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages for two weeks, after intercourse."
"87","Maternal-Fetal Medicine","2","[""advanced maternal age pregnancy over 35 AMA"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""placenta previa low-lying placenta placenta covering cervix""]","placenta previa low-lying placenta placenta covering cervix, preeclampsia history high blood pressure pregnancy PIH hypertension, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, and placenta previa low-lying placenta placenta covering cervix for a few days. Should I be concerned?"
"87","Maternal-Fetal Medicine","3","[""placenta previa low-lying placenta placenta covering cervix"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""incompetent cervix short cervix cervical insufficiency"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune""]","Recently it's been placenta previa low-lying placenta placenta covering cervix, fetal echocardiogram fetal echo heart ultrasound congenital heart, incompetent cervix short cervix cervical insufficiency, and lupus pregnancy SLE systemic lupus erythematosus autoimmune."
"87","Maternal-Fetal Medicine","4","[""twins triplets multiples multiple pregnancy"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""placenta previa low-lying placenta placenta covering cervix"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune""]","placenta previa low-lying placenta placenta covering cervix, fetal echocardiogram fetal echo heart ultrasound congenital heart, placenta previa low-lying placenta placenta covering cervix, and lupus pregnancy SLE systemic lupus erythematosus autoimmune for a few days. Should I be concerned?"
"87","Maternal-Fetal Medicine","5","[""fetal anomaly birth defect ultrasound abnormality congenital"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""placenta previa low-lying placenta placenta covering cervix"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby""]","I keep getting fetal anomaly birth defect ultrasound abnormality congenital, gestational diabetes GDM diabetes in pregnancy blood sugar, placenta previa low-lying placenta placenta covering cervix, pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, fetal echocardiogram fetal echo heart ultrasound congenital heart, and IUGR intrauterine growth restriction FGR fetal growth restriction small baby recently, with nausea."
"87","Maternal-Fetal Medicine","6","[""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""placental abruption history placenta separation"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""placenta previa low-lying placenta placenta covering cervix"", ""preterm labor history premature birth previous preterm delivery PTL""]","Persistent thyroid disorder pregnancy hypothyroidism hyperthyroidism, fetal anomaly birth defect ultrasound abnormality congenital, placental abruption history placenta separation, preeclampsia history high blood pressure pregnancy PIH hypertension, placenta previa low-lying placenta placenta covering cervix, and preterm labor history premature birth previous preterm delivery PTL since yesterday."
"87","Maternal-Fetal Medicine","7","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""placenta previa low-lying placenta placenta covering cervix"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune""]","It's mostly placenta previa low-lying placenta placenta covering cervix, fetal echocardiogram fetal echo heart ultrasound congenital heart, placenta previa low-lying placenta placenta covering cervix, and lupus pregnancy SLE systemic lupus erythematosus autoimmune over the past month, during my period."
"87","Maternal-Fetal Medicine","8","[""placenta previa low-lying placenta placenta covering cervix"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""Rh incompatibility Rh negative RhoGAM isoimmunization""]","For on and off, it's been placenta previa low-lying placenta placenta covering cervix, thyroid disorder pregnancy hypothyroidism hyperthyroidism, lupus pregnancy SLE systemic lupus erythematosus autoimmune, and Rh incompatibility Rh negative RhoGAM isoimmunization. Any guidance?"
"87","Maternal-Fetal Medicine","9","[""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""placenta previa low-lying placenta placenta covering cervix"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart""]","Having placenta previa low-lying placenta placenta covering cervix, placenta previa low-lying placenta placenta covering cervix, and fetal echocardiogram fetal echo heart ultrasound congenital heart for a few days. What could this be?"
"87","Maternal-Fetal Medicine","10","[""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""placenta previa low-lying placenta placenta covering cervix"", ""gestational diabetes GDM diabetes in pregnancy blood sugar""]","placenta previa low-lying placenta placenta covering cervix, placenta previa low-lying placenta placenta covering cervix, and gestational diabetes GDM diabetes in pregnancy blood sugar since yesterday. Should I be concerned?"
"88","Maternal-Fetal Medicine","1","[""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""preterm labor history premature birth previous preterm delivery PTL"", ""placental abruption history placenta separation""]","I've been dealing with lupus pregnancy SLE systemic lupus erythematosus autoimmune, gestational diabetes GDM diabetes in pregnancy blood sugar, preterm labor history premature birth previous preterm delivery PTL, and placental abruption history placenta separation for a few days, during my period."
"88","Maternal-Fetal Medicine","2","[""incompetent cervix short cervix cervical insufficiency"", ""chronic hypertension high blood pressure pregnancy HTN"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""placental abruption history placenta separation""]","Recently it's been placental abruption history placenta separation, chronic hypertension high blood pressure pregnancy HTN, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, and placental abruption history placenta separation."
"88","Maternal-Fetal Medicine","3","[""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""gestational diabetes GDM diabetes in pregnancy blood sugar""]","I've been dealing with placental abruption history placenta separation, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, and gestational diabetes GDM diabetes in pregnancy blood sugar for two weeks, worse at night."
"88","Maternal-Fetal Medicine","4","[""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""placental abruption history placenta separation"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""incompetent cervix short cervix cervical insufficiency"", ""advanced maternal age pregnancy over 35 AMA""]","It's mostly placental abruption history placenta separation, pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, placental abruption history placenta separation, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, incompetent cervix short cervix cervical insufficiency, and advanced maternal age pregnancy over 35 AMA recently, after exercise."
"88","Maternal-Fetal Medicine","5","[""placental abruption history placenta separation"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening""]","placental abruption history placenta separation, preeclampsia history high blood pressure pregnancy PIH hypertension, pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, and genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening for several months. Should I be concerned?"
"88","Maternal-Fetal Medicine","6","[""chronic hypertension high blood pressure pregnancy HTN"", ""placental abruption history placenta separation"", ""advanced maternal age pregnancy over 35 AMA""]","It's mostly chronic hypertension high blood pressure pregnancy HTN, placental abruption history placenta separation, and advanced maternal age pregnancy over 35 AMA for two weeks, after intercourse."
"88","Maternal-Fetal Medicine","7","[""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""placental abruption history placenta separation""]","placental abruption history placenta separation, Rh incompatibility Rh negative RhoGAM isoimmunization, and placental abruption history placenta separation for several months. Should I be concerned?"
"88","Maternal-Fetal Medicine","8","[""preterm labor history premature birth previous preterm delivery PTL"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""twins triplets multiples multiple pregnancy"", ""chronic hypertension high blood pressure pregnancy HTN""]","Lately I've noticed placental abruption history placenta separation, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, fetal anomaly birth defect ultrasound abnormality congenital, twins triplets multiples multiple pregnancy, and chronic hypertension high blood pressure pregnancy HTN on and off."
"88","Maternal-Fetal Medicine","9","[""placental abruption history placenta separation"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""advanced maternal age pregnancy over 35 AMA""]","placental abruption history placenta separation, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, and advanced maternal age pregnancy over 35 AMA for several months. Should I be concerned?"
"88","Maternal-Fetal Medicine","10","[""chronic hypertension high blood pressure pregnancy HTN"", ""placental abruption history placenta separation"", ""Rh incompatibility Rh negative RhoGAM isoimmunization""]","I've been dealing with chronic hypertension high blood pressure pregnancy HTN, placental abruption history placenta separation, and Rh incompatibility Rh negative RhoGAM isoimmunization recently, worse at night."
"89","Maternal-Fetal Medicine","1","[""advanced maternal age pregnancy over 35 AMA"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""chronic hypertension high blood pressure pregnancy HTN"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart""]","Symptoms include chronic hypertension high blood pressure pregnancy HTN, Rh incompatibility Rh negative RhoGAM isoimmunization, chronic hypertension high blood pressure pregnancy HTN, and fetal echocardiogram fetal echo heart ultrasound congenital heart since yesterday."
"89","Maternal-Fetal Medicine","2","[""chronic hypertension high blood pressure pregnancy HTN"", ""placenta previa low-lying placenta placenta covering cervix"", ""incompetent cervix short cervix cervical insufficiency"", ""twins triplets multiples multiple pregnancy""]","Having chronic hypertension high blood pressure pregnancy HTN, placenta previa low-lying placenta placenta covering cervix, incompetent cervix short cervix cervical insufficiency, and twins triplets multiples multiple pregnancy recently. What could this be?"
"89","Maternal-Fetal Medicine","3","[""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""chronic hypertension high blood pressure pregnancy HTN"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""preterm labor history premature birth previous preterm delivery PTL""]","Lately I've noticed chronic hypertension high blood pressure pregnancy HTN, chronic hypertension high blood pressure pregnancy HTN, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, fetal echocardiogram fetal echo heart ultrasound congenital heart, and preterm labor history premature birth previous preterm delivery PTL for a few days."
"89","Maternal-Fetal Medicine","4","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""chronic hypertension high blood pressure pregnancy HTN"", ""fetal anomaly birth defect ultrasound abnormality congenital""]","Having pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, chronic hypertension high blood pressure pregnancy HTN, and fetal anomaly birth defect ultrasound abnormality congenital over the past month. What could this be?"
"89","Maternal-Fetal Medicine","5","[""chronic hypertension high blood pressure pregnancy HTN"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism""]","For since yesterday, it's been chronic hypertension high blood pressure pregnancy HTN, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, and thyroid disorder pregnancy hypothyroidism hyperthyroidism. Any guidance?"
"89","Maternal-Fetal Medicine","6","[""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""chronic hypertension high blood pressure pregnancy HTN"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby""]","I keep getting preeclampsia history high blood pressure pregnancy PIH hypertension, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, chronic hypertension high blood pressure pregnancy HTN, and IUGR intrauterine growth restriction FGR fetal growth restriction small baby for a few days, after exercise."
"89","Maternal-Fetal Medicine","7","[""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""placental abruption history placenta separation""]","I've been dealing with chronic hypertension high blood pressure pregnancy HTN, fetal anomaly birth defect ultrasound abnormality congenital, and placental abruption history placenta separation for a few days, with low back ache."
"89","Maternal-Fetal Medicine","8","[""chronic hypertension high blood pressure pregnancy HTN"", ""advanced maternal age pregnancy over 35 AMA"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening""]","For for a few days, it's been chronic hypertension high blood pressure pregnancy HTN, advanced maternal age pregnancy over 35 AMA, and genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening. Any guidance?"
